Condition,PTE,Subject,Pair
Math,0.691809970498,1,1
Math,0.871600113757122,1,2
Math,1.0667496265833,1,3
Math,1.25208518540925,1,4
Math,1.08064667888521,1,5
Math,1.24198626551123,1,6
Math,1.03984932324222,1,7
Math,1.26346227782733,1,8
Math,1.15209624075441,2,1
Math,1.14527753443653,2,2
Math,1.15397267320392,2,3
Math,1.13750755431642,2,4
Math,1.11215355371461,2,5
Math,1.11934942487754,2,6
Math,1.06818558663221,2,7
Math,1.08948349906073,2,8
Math,1.08488802791397,2,9
Math,1.08516046186677,3,1
Math,1.06755875342399,3,2
Math,1.06637841540892,3,3
Math,1.12185399142202,3,4
Math,0.628218645021446,4,1
Math,0.478000293010474,4,2
Math,0.607261389559168,4,3
Math,0.458238772711836,4,4
Math,0.509280891565454,4,5
Math,0.807405904294883,4,6
Math,0.715097709377356,4,7
Math,0.634333462472677,4,8
Math,0.555852516334899,4,9
Math,0.967282234312729,5,1
Math,1.03238312427627,5,2
Math,0.935744480646543,5,3
Math,0.933078696837221,5,4
Math,0.939783897636073,5,5
Math,1.24649471807866,5,6
Math,1.29736895663528,5,7
Math,1.2139887876966,5,8
Math,1.21105380455597,5,9
Math,1.21431521024081,5,10
Math,1.09055844993056,5,11
Math,1.14449926571544,5,12
Math,1.06616896463923,5,13
Math,1.06047884735119,5,14
Math,1.05848961662319,5,15
Math,1.19130609824288,6,1
Math,1.18627518718772,6,2
Math,1.07437886530313,6,3
Math,1.33588419865828,6,4
Math,1.29443721454061,6,5
Math,1.15173244530962,6,6
Math,1.24942865980209,7,1
Math,1.16578315366939,7,2
Math,1.30677249060089,7,3
Math,1.21892616894973,7,4
Math,1.15186008335676,7,5
Math,1.25658326432674,7,6
Math,1.20047862578548,7,7
Math,1.12947530222077,7,8
Math,1.23992894756598,7,9
Math,1.23286560850858,7,10
Math,1.15967786923756,7,11
Math,1.27733086240934,7,12
Math,1.21361046389812,7,13
Math,1.12186339942388,7,14
Math,1.29967706847516,7,15
Math,1.26541982654432,7,16
Math,1.16315997079673,7,17
Math,1.31277987907352,7,18
Math,1.22357048157539,7,19
Math,1.11996423192852,7,20
Math,1.29654791485369,7,21
Math,1.02697311409001,8,1
Math,1.11125234468275,8,2
Math,1.0788369369849,8,3
Math,1.13716558051437,8,4
Math,1.14508933239243,8,5
Math,1.02895194631716,8,6
Math,1.14496832020869,8,7
Math,1.11191395849702,8,8
Math,1.18655657090568,8,9
Math,1.21229967095147,8,10
Math,1.00540040044445,8,11
Math,1.14944945023177,8,12
Math,1.08711279011341,8,13
Math,1.18138783005107,8,14
Math,1.22617141763121,8,15
Math,1.04526448430734,8,16
Math,1.18854334360681,8,17
Math,1.12211260172208,8,18
Math,1.22720476664724,8,19
Math,1.26825911242934,8,20
Math,0.989858605821459,8,21
Math,1.13742668141801,8,22
Math,1.07817002151411,8,23
Math,1.17977987000123,8,24
Math,1.2240748053363,8,25
Math,0.999320917285671,8,26
Math,1.1286030773827,8,27
Math,1.0778951583695,8,28
Math,1.15893711796248,8,29
Math,1.1896220395198,8,30
Math,1.01243045761622,8,31
Math,1.17543216241699,8,32
Math,1.09625282124315,8,33
Math,1.20487617277403,8,34
Math,1.23744313859575,8,35
Math,0.973085116996631,9,1
Math,1.00707940717438,9,2
Math,0.954661779088582,9,3
Math,1.11788400096567,9,4
Math,1.11032993148438,9,5
Math,1.10660784457963,9,6
Math,1.16707333179162,9,7
Math,1.13415978304196,9,8
Math,1.2054443011411,10,1
Math,1.17565864376964,10,2
Math,1.24210431070734,10,3
Math,1.26879246537755,10,4
Math,1.24009028839035,10,5
Recall,0.854423443958341,1,1
Recall,1.05936531425987,1,2
Recall,1.064888174549,1,3
Recall,1.23619806380253,1,4
Recall,1.06983583505547,1,5
Recall,1.25108400630992,1,6
Recall,1.0440630534207,1,7
Recall,1.25787535386791,1,8
Recall,1.15144889513664,2,1
Recall,1.14616486387907,2,2
Recall,1.16425825514643,2,3
Recall,1.20858298811124,2,4
Recall,1.14772988743523,2,5
Recall,1.17891557168661,2,6
Recall,1.1076372786939,2,7
Recall,1.08743978916817,2,8
Recall,1.09794739896428,2,9
Recall,1.09293221562344,3,1
Recall,1.05417653456073,3,2
Recall,1.06168642483967,3,3
Recall,1.11508564856093,3,4
Recall,0.785665647327025,4,1
Recall,0.456979416234042,4,2
Recall,0.594445583911834,4,3
Recall,0.362500199730144,4,4
Recall,0.451840895178245,4,5
Recall,0.836900039875068,4,6
Recall,0.807404770127723,4,7
Recall,0.48977681703732,4,8
Recall,0.563522196412485,4,9
Recall,1.02516340964556,5,1
Recall,1.10113024348373,5,2
Recall,1.00610464796976,5,3
Recall,0.963881706515123,5,4
Recall,0.969781768153686,5,5
Recall,1.25951326133779,5,6
Recall,1.33444319856805,5,7
Recall,1.26460221896846,5,8
Recall,1.22723151564559,5,9
Recall,1.24265464440561,5,10
Recall,1.14412507453946,5,11
Recall,1.2030233274561,5,12
Recall,1.14105545921176,5,13
Recall,1.07872635277528,5,14
Recall,1.096768796513,5,15
Recall,1.18165255353403,6,1
